枢	成り立ち会意兼形声文字です(木+区(區))。「大地を覆う木」の象形と「四角な物入れの象形と品(器物)の象形」(「区切って囲う」の意味だが、ここでは、「クルッとまわる」の意味)から、「とぼそ・くるる(開き戸を開閉する軸となる所)」を意味する「枢」という漢字が成り立ちました。※「枢」は「樞」の略字です。※「樞」は「枢」の旧字(以前に使われていた字)です。
騎	成り立ち会意兼形声文字です(馬+奇)。「馬」の象形と「両手両足を広げた人の象形と、口の奥の象形と口の象形(「かぎがたに曲がる」の意味)」(「かたむく・かたよる」の意味)から、「両足を曲げ、馬にまたがる(馬に乗る)」を意味する「騎」という漢字が成り立ちました。
駐	成り立ち会意兼形声文字です(馬+主)。「馬」の象形と「火ともし台の皿の上に火が燃えている」象形(静止している炎のさまから、「とどまる」の意味)から、「馬が立ち止まる」を意味する「駐」という漢字が成り立ちました。
駄	成り立ち形声文字です(馬+太(大))。「馬」の象形と「両手両足をのびやかにした人」の象形(「おおきい」の意味だが、ここでは、「担」に通じ(「担」と同じ意味を持つようになって)、「になう(運ぶ)」の意味)から、「馬にになわせる」を意味する「駄」という漢字が成り立ちました。※「馱」は「駄」の旧字(以前に使われていた字)です。
学	成り立ち会意兼形声文字です(臼+冂+爻)。「両手で引き上げる」象形と「建物」の象形と「屋根の棟(むね)の千木(ちぎ-屋根の1番高い所に取り付けられた木)のように物を組み合わせた」象形(「交わる」の意味)から、教える者が学ぶ者を向上させる交わる場である建物「がっこう」を意味する「学」という漢字が成り立ちました。※「學」は「学」の旧字(以前に使われていた字)です。※「学」は「學」の略字です。
譲	成り立ち会意兼形声文字です(言+襄)。「取っ手のある刃物の象形と口の象形」(「(つつしんで)言う」の意味)と「衣服に土などのおまじない物を入れて邪気を払う象形と手の象形」(「衣服にまじないの品を詰め込んで、邪気を払う」の意味)から、「言葉で悪い点を責める」を意味する「譲」という漢字が成り立ちました。また、たくさんの品を詰め込む事を許すさまから、「ゆずる」の意味も表すようになりました。※「譲」は「讓」の略字です。※「讓」は「譲」の旧字(以前に使われていた字)です。
訂	成り立ち会意兼形声文字です(言+丁)。「取っ手のある刃物の象形と口の象形」(「(つつしんで)言う」の意味)と「釘の頭を上から見た象形(のちに、釘を横から見た象形に変化する)」(「釘を打ち固定させる」の意味)から、「意見の違いや誤りを正す」を意味する「訂」という漢字が成り立ちました。
誘	成り立ち形声文字です。「羊の首」の象形と「横たわる人の背後から灸をする」象形(灸の原字だが、転じて(派生して・新しい意味が分かれ出て)、「時間が長い」の意味)と「小さく取り囲む」象形(「小さく取り囲む」の意味)から、羊を長い時間をかけて取り囲む事を意味し、そこから、「人や動物を時間をかけてある場所・状態にさそい導く」を意味する「誘」という漢字が成り立ちました。※「誘」は「羊+久+ムという漢字」の新字です。※原字とは、漢字「A」に複数の意味がある場合、その意味を明らかにする為に、漢字「A」にある文字を加え漢字「B」が作られた際の、漢字「A」の事を言います。
嘱	成り立ち会意兼形声文字です(口+属(屬))。「口」の象形と「獣のしりの象形の変形したものと毛の生えている象形と大きな目を持ち植物：桑についてむらがる不快な虫(いもむし)」の象形(「尾の後に続く」の意味)から、「口で言って人を従わせる」を意味する「嘱」という漢字が成り立ちました。※「嘱」は「囑」の略字です。※「囑」は「嘱」の旧字(以前に使われていた字)です。
哲	成り立ち会意兼形声文字です(折+口)。「ばらばらになった草・木の象形と曲がった柄の先に刃をつけた手斧の象形」(「斧で草・木をバラバラにする」の意味)と「口」の象形から、「道理を明らかにする」を意味する「哲」という漢字が成り立ちました。
呉	成り立ち象形文字です。「頭に大きなかぶりものをつけて、舞い狂う」象形から「やかましい」、「はなやかに楽しむ」を意味する「呉」という漢字が成り立ちました。※「吳」は「呉」の旧字(以前に使われていた字)です。
辰	成り立ち象形文字です。「2枚貝が殻から足を出している」象形から、「蜃(しん-蜃気楼を作り出す伝説の生物)」の意味だが、借りて(同じ読みの部分に当て字として使って)、十二支の5番目「たつ」を意味する「辰」という漢字が成り立ちました。※蜃気楼とは、下層大気の温度差などで空気の密度差があるとき、光の異常屈折により、見えないはずの物体が見える現象の事を言います。
辱	成り立ち会意文字です(辰+寸)。「2枚貝が殻から足を出している」象形(「たつ」の意味だが、ここでは、「大きなはまぐりのからで作られた草かりの道具」の意味)と「右手の手首に親指をあて脈をはかる」象形(「手」の意味)から、草刈り具で草を刈るの意味を表し、そこから、「芽生えをつみとる」、「はずかしめる(恥をかかせる)」を意味する「辱」という漢字が成り立ちました。
唇	成り立ち会意兼形声文字です(辰+口)。「2枚貝が殻から足を出している」象形(「たつ」の意味だが、ここでは、「くちびる」の意味)と「口」の象形から、「くちびる」を意味する「唇」という漢字が成り立ちました。
審	成り立ち形声文字です。「屋根・家屋」の象形(「屋根・家屋」の意味だが、ここでは、「探(シン)」に通じ(同じ読みを持つ「探」と同じ意味を持つようになって)、「さぐる」の意味)と「種を散りまく象形と区画された耕地の象形」(「田畑に種をまく」の意味)から、要素的な物をばらばらにして「つまびらかにする」を意味する「審」という漢字が成り立ちました。
校	成り立ち会意兼形声文字です(木+交)。「大地を覆う木」の象形(「木」の意味)と「人がすねを組む」象形(「交わる」の意味)から、「かせ」、「木の垣根(家や庭の区画を限る為の囲いや仕切り)」を意味する「校」という漢字が成り立ちました。また、「較」に通じ、「比べる」の意味を、「学」に通じ、「まなびや(学校)」の意味を表すようになりました。
寛	成り立ち会意兼形声文字です(宀+莧(萈))。「屋根・家屋」の象形と「角と目とを強調した、やぎ」の象形から、小屋の中にゆったりとしているやぎのさまを表し、そこから、「ひろい」を意味する「寛」という漢字が成り立ちました。※「寬」は「寛」の旧字(以前に使われていた字)です。※「寛」は「寬」の略字です。
窮	成り立ち会意兼形声文字です(穴+身+呂)。「穴居生活の住居」の象形と「人が身ごもった象形と背骨の象形」(「体」の意味)から、「人の体が穴に押し込められる」、「きわまる」を意味する「窮」という漢字が成り立ちました。
遂	成り立ち会意兼形声文字です。「立ち止まる足・十字路の象形」(「行く」の意味)と「倒れた人」の象形(「したがう」の意味)から、一定の道すじに従って事が運び「なしとげる」を意味する「遂」という漢字が成り立ちました。
逮	成り立ち会意兼形声文字です(辶(辵)+隶)。「立ち止まる足・十字路の象形」(「行く」の意味)と「右手の象形と獣の毛のあるしっぽの象形」(動物のしっぽを捕らえるさまから、「及ぶ」の意味)から、「及ぶ」、「後から追いつく」を意味する「逮」という漢字が成り立ちました。
逸	成り立ち会意文字です(辶(辵)+免(兔))。「立ち止まる足・十字路の象形」(「行く」の意味)と「うさぎ」の象形から、うさぎが逃げる事を意味し、そこから、「逃げる」、「それる」、「見失う」を意味する「逸」という漢字が成り立ちました。※「逸」は「逸」の略字です。※「逸」は「逸」の旧字(以前に使われていた字)です。
随	成り立ち会意兼形声文字です(辶(辵)+隋)。「立ち止まる足・十字路の象形」(「行く」の意味)と「段のついた土山の象形と左手の象形と工具の象形と切った肉の象形」(「細かく割いてしなやかになった肉、くずれおちる」の意味)から、緊張がくずれたまま行く事を意味し、そこから、「言いなりになる」、「従う」を意味する「随」という漢字が成り立ちました。※「随」は「隨」の略字です。※「隨」は「随」の旧字(以前に使われていた字)です。
髄	成り立ち会意兼形声文字です(骨+迶)。「肉を削り取り、頭部をそなえた人の骨の象形と切った肉の象形」(「骨」の意味)と「段のついた土山の象形と左手の象形と工具の象形×２」(「くずれる」の意味)から、動物の骨の中心にあるやわらかなもの「ずい」を意味する「髄」という漢字が成り立ちました。※「髄」は「髓」の略字です。※「髓」は「髄」の旧字(以前に使われていた字)です。
堕	成り立ち会意兼形声文字です(土+隋)。「土地の神を祭る為に柱状に固めた土」の象形(「土」の意味)と「段のついた土山の象形と左手の象形と工具の象形と切った肉の象形」(「細かく割いてしなやかになった肉、くずれおちる」の意味)から、くずれ落ちた城壁の意味を表し、そこから、「くずれおちる」を意味する「堕」という漢字が成り立ちました。※「堕」は「墮」の略字です。※「墮」は「堕」の旧字(以前に使われていた字)です。
隻	成り立ち会意文字です(隹+又)。「尾の短いずんぐりした小鳥」の象形と「右手」の象形から、1羽の鳥をつかまえるさまを表し、そこから、「鳥1羽」、「ひとつ」を意味する「隻」という漢字が成り立ちました。
雀	成り立ち会意文字です(小+隹)。「小さな点」の象形と「尾の短いずんぐりした小鳥」の象形から、小さい鳥「すずめ」、「すずめ色(赤黒色、茶褐色)」を意味する「雀」という漢字が成り立ちました。
身	成り立ち象形文字です。「人がみごもった(妊娠した)」象形から「みごもる」を意味する「身」という漢字が成り立ちました。
文	成り立ち象形文字です。「人の胸を開いてそこに入れ墨の模様を描く」象形から「模様」を意味する「文」という漢字が成り立ちました。※漢字が誕生した紀元前17世紀頃、中国では墨(入れ墨)という刑がすでに存在していました。(紀元前に孔子が編集した「書経」より)
隼	成り立ち指事文字です。「尾の短いずんぐりした小鳥」の象形と「横線」から、人が腕にとまらせた鷹狩りに使う「はやぶさ」を意味する「隼」という漢字が成り立ちました。
籍	成り立ち形声文字です(竹+耤)。「竹」の象形と「刻み付けた象形と大地を覆う木の象形(「農具：すき」の意味)と多く積み重ねた肉片の象形と太陽の象形(「ほじし」の意味)」(「耕作地」の意味だが、ここでは、「藉(せき)」に通じ(同じ読みを持つ「藉」と同じ意味を持つようになって)、「草を編んだ敷物」の意味)から、竹を敷物のように編んだ「ふだ」、「書物」を意味する「籍」という漢字が成り立ちました。
篤	成り立ち形声文字です(竹+馬)。「竹」の象形(「竹」の意味だが、ここでは、「毒」に通じ(「毒」と同じ意味を持つようになって)、「そこなう」の意味)と「馬」の象形から、馬が行き悩む事を意味し、そこから、「ゆきずまる」を意味する「篤」という漢字が成り立ちました。また、「竺(とく)」に通じ、「人情があつい」、「誠実である」の意味も表すようになりました。
符	成り立ち会意兼形声文字です(竹+付)。「竹」の象形と「横から見た人の象形と右手の手首に親指をあて脈をはかる象形」(「つける」の意味)から、両方を付け合わせて証拠とする竹製の「わりふ」を意味する「符」という漢字が成り立ちました。
惜	成り立ち形声文字です(忄(心)+昔)。「心臓」の象形と「積み重ねた肉片の象形と太陽の象形」(「太陽に干した肉、ほじし」の意味だが、ここでは、「楚(そ)」に通じ(「楚」と同じ意味を持つようになって)、「とげのあるバラ」の意味)から、心を突き刺す痛みを意味し、そこから、「おしむ」、「おしい」を意味する「惜」という漢字が成り立ちました。
惰	成り立ち会意兼形声文字です(忄(心)+隋の省略形)。「心臓」の象形と「左手の象形と工具の象形と切った肉の象形」(「緊張がとけてくずれる」の意味)から、心の緊張が解けて慎みがない事を意味し、そこから、「おこたる」、「なまける」を意味する「惰」という漢字が成り立ちました。
惧	成り立ち会意兼形声文字です(忄(心)+瞿)。「心臓」の象形と「尾の短いずんぐりした小鳥の象形と目の象形」(「鳥がおそれて目をキョロキョロさせる」の意味)から、「おそれる」を意味する「惧」という漢字が成り立ちました。※「惧」は「懼」の略字です。※「懼」は「惧」の旧字(以前に使われていた字)です。
摂	成り立ち会意兼形声文字です(扌(手)+聶)。「5本の指のある手」の象形と「3つの耳」の象形(「削ぎ取った耳をそろえる」の意味)から、「手でそろえて持つ」を意味する「摂」という漢字が成り立ちました。※「摂」は「攝」の略字です。※「攝」は「摂」の旧字(以前に使われていた字)です。
措	成り立ち会意兼形声文字です(扌(手)+昔)。「5本の指のある手」の象形と「積み重ねた肉片の象形と太陽の象形」(「太陽に干した肉、ほじし」の意味だが、ここでは、「日を重ねる」の意味)から、「他のものの上に重ねておく」を意味する「措」という漢字が成り立ちました。
掃	成り立ち会意兼形声文字です(扌(手)+帚)。「5本の指のある手」の象形と「ほうき」の象形から、「ほうきではく」を意味する「掃」という漢字が成り立ちました。
字	成り立ち会意兼形声文字です(宀+子)。「屋根・家屋」の象形(「屋根、家」の意味)と「頭部が大きく手・足のなよやかな乳児」の象形(「子」の意味)から、「家の中で子を育てる」を意味する「字」という漢字が成り立ちました。また、「文」に通じ、「文字」の意味も表します。
礎	成り立ち会意兼形声文字です(石+楚)。「崖の下に落ちている石」の象形(「石」の意味)と「並び立つ木の象形と人の胴体の象形と足の象形」(「木の下の足」の意味)から、柱の下の足となる石「土台石」を意味する「礎」という漢字が成り立ちました。
碑	成り立ち会意兼形声文字です(石+卑(卑))。「崖の下に落ちている石」の象形（「石」の意味)と「取っ手のある丸い酒だるに手をかけている」象形(日常用のたるの意味から、転じて(派生して・新しい意味が分かれ出て)、祭器に比べて「地位が低い」の意味)から、「低い立石」を意味する「碑」という漢字が成り立ちました。※「碑」は「碑」の旧字(以前に使われていた字)です。
礁	成り立ち会意兼形声文字です(石+焦)。「崖の下に落ちている石」の象形(「石」の意味)と「尾の短いずんぐりした小鳥の象形と燃え立つ炎の象形」(「焼けて黒くなる」の意味)から、「かくれて見えない岩」を意味する「礁」という漢字が成り立ちました。
双	成り立ち会意文字です(隹+隹+又)。「２羽の尾の短いずんぐりした小鳥」の象形と「右手」の象形から、２羽の鳥を手にする事を意味し、そこから、「ふたつ」、「ペア(２つで１組のもの)」を意味する「双」という漢字が成り立ちました。※「双」は「雙」の略字です。※「雙」は「双」の旧字(以前に使われていた字)です。
又	成り立ち象形文字です。「右手」の象形から、「右手」、「手」を意味する「又」という漢字が成り立ちました。転じて(派生して・新しい意味が分かれ出て)、「また」の意味も表すようになりました。
叙	成り立ち会意兼形声文字です(余+又(攴))。「先の鋭い除草具」の象形(「自由に伸びる」の意味)と「ボクッという音を表す擬声語と右手の象形」(「手でボクッと打つ、たたく」の意味)から、「たたいて制裁を加えながら伸ばす」、「官職や勲位を授ける」を意味する「叙」という漢字が成り立ちました。※「叙」は「敍」の略字です。※「敍」は「叙」の旧字(以前に使われていた字)です。
胎	成り立ち形声文字です(月(肉)+台)。「切った肉」の象形と「農具：すきの象形と口の象形」(「大地にすきを入れてやわらかくする」の意味だが、ここでは、「始」に通じ(「始」と同じ意味を持つようになって)、「はじめ」の意味)から、肉体の始まりを意味し、そこから、「妊娠する(はらむ、みごもる)」、「物事のはじめ」を意味する「胎」という漢字が成り立ちました。
膜	成り立ち会意兼形声文字です(月(肉)+莫)。「切った肉」の象形と「草むらの象形と太陽の象形」(太陽が草原に没したさまから、「ない、覆い隠す」の意味)から、生物の体内を器官をつつみ覆う薄い皮「まく」を意味する「膜」という漢字が成り立ちました。
肢	成り立ち会意兼形声文字です(月(肉)+支)。「切った肉」の象形と「竹や木の枝を手にする」象形(「枝分れする」の意味)から、肉体の中の枝分かれになっている部分「手足」を意味する「肢」という漢字が成り立ちました。
択	成り立ち会意兼形声文字です(扌(手)+尺(睪))。「5本の指のある手」の象形と「人の目の象形と手かせの象形」(「罪人を次々と面通しし、選び出す」の意味)から、「手でえらぶ」を意味する「択」という漢字が成り立ちました。※「択」は「擇」の略字です。※「擇」は「択」の旧字(以前に使われていた字)です。
夢	成り立ち会意兼形声文字です(瞢の省略形+夕)。「並び生えた草の象形と人の目の象形」(「目がはっきりしない」の意味)と「月」の象形(「夜」の意味)から、「ゆめ」、「暗い」を意味する「夢」という漢字が成り立ちました。
抽	成り立ち会意兼形声文字です(扌(手)+由)。「5本の指のある手」の象形と「底の深い酒つぼ」の象形(「よる、もとづく」の意味だが、ここでは、「深く通じる穴」の意味)から、「穴から手で引きぬく」を意味する「抽」という漢字が成り立ちました。
排	成り立ち会意兼形声文字です(扌(手)+非)。「5本の指のある手」の象形と「互いに背を向け左右にひらく」象形(「そむく、逆の方向へ向く」の意味)から、「手で左右におし開く」、「おしのける」を意味する「排」という漢字が成り立ちました。
卓	成り立ち会意文字です(匕+早)。「人」の象形と「太陽の象形と人の頭の象形」(「人の頭上に太陽が昇りはじめる朝のさまから、「早い」の意味)から、人が昇り始めた朝の太陽よりも高い事を意味し、そこから、「高く優れている」を意味する「卓」という漢字が成り立ちました。
卑	成り立ち象形文字です。「取っ手のある丸い酒だるに手をかけている」象形から、日常用の「たる」の意味から、転じて(派生して・新しい意味が分かれ出て)、「(祭器に比べ)いやしい」を意味する「卑」という漢字が成り立ちました。※「卑」は「卑」の旧字(以前に使われていた字)です。
了	成り立ち象形文字です。「手足をくるまれた(巻くようにして包んだ)乳児」の象形から、「くるめる」の意味を表し、そこから、「1つの事柄がおわる」、「終了」を意味する「了」という漢字が成り立ちました。
壇	成り立ち形声文字です(土+亶)。「土地の神を祭る為に柱状に固めた土」の象形(「土」の意味)と「米蔵の象形と、太陽の象形と地平線の象形(「早朝」の意味だが、ここでは、「多」に通じ(「多」と同じ意味を持つようになって)「多い」の意味)」(「穀物が多い・ゆたか」の意味だが、ここでは、「坦(たん)」に通じ、「平地」の意味)から、太陽神を祭る為の１段高くなっている平地「だん」を意味する「壇」という漢字が成り立ちました。
墜	成り立ち会意文字です(隊+土)。「段のついた土山」の象形と「人をさかさまにした」象形と「土地の神を祭る為に柱状に固めた土」の象形から、「段を人がさかさまに落ちる」を意味する「墜」という漢字が成り立ちました。
塗	成り立ち会意兼形声文字です(氵(水)+余+土)。「流れる水」の象形と「工具：こて」の象形と「土地の神を祭る為に柱状に固めた土」の象形（「土」の意味)から、「(どろをこてで)ぬる」事を意味し、そこから、「どろ」、「ぬる」を意味する「塗」という漢字が成り立ちました。また、「途」に通じ(同じ読みを持つ「途」と同じ意味を持つようになって)、「みち」の意味も表すようになりました。
彫	成り立ち会意兼形声文字です(周+彡)。「方形の箱または鐘などの器物に彫刻が一面に施されている」象形(「彫刻があまねくゆきわたる」の意味)と「長く流れる豊かでつややかな髪」の象形(「模様・飾り」の意味)から、「飾りとして彫刻がゆき届いている」、「ほる」、「きざむ」、「飾る」を意味する「彫」という漢字が成り立ちました。
彰	成り立ち会意兼形声文字です(章+彡)。「墨だまりのついた大きな入れ墨用の針」の象形(「あや・しるし」の意味)と「長く流れる豊かでつややかな髪」の象形(「模様・飾り」の意味)から、「あや(模様・飾り)」、「あきらか」、「明らかにする」を意味する「彰」という漢字が成り立ちました。
村	成り立ち会意兼形声文字です(木+寸)。「大地を覆う木」の象形(「木」の意味)と「右手の手首に親指をあて、脈を測(はか)る事を示す文字」(脈を「測る」の意味だが、ここでは、「人」の意味)から、木材・人が多く集まる「むら」を意味する「村」という漢字が成り立ちました。
彦	成り立ち会意兼形声文字です(文+厂+彡)。「人の胸を開いて、そこに入れ墨の模様を書く」象形(「模様」の意味)と「削り取られた崖」の象形と「長く流れる豊かでつややかな髪」の象形(「模様・飾り」の意味)から、崖から得た鉱物性顔料の意味を表し、それが転じて(派生して・新しい意味が分かれ出て)、それを用いる「美青年」、「才徳のすぐれた男子」、「男子の美称」を意味する「彦」という漢字が成り立ちました。※「彥」は「彦」の旧字(以前に使われていた字)です。
鋳	成り立ち会意兼形声文字です(金+寿(壽))。「金属の象形とすっぽり覆うさまを表した文字と土地の神を祭る為に柱状に固めた土」の象形(「金属」の意味)と「つえをつく老人の象形と長くつらなる道の象形」(「長くつらなる」の意味)から、「いる(金属を溶かして意図した形につらねる)」を意味する「鋳」という漢字が成り立ちました。※「鋳」は「鑄」の俗字(略字)です。※「鑄」は「鋳」の旧字(以前に使われていた字)です。
鎮	成り立ち会意兼形声文字です(金+真(眞))。「金属の象形とすっぽり覆うさまを表した文字と土地の神を祭る為に柱状に固めた土」の象形(「金属」の意味)と「さじの象形と鼎(かなえ)-中国の土器の象形」(「つめる」の意味)から、いっぱいに詰め込まれた金属「おもし」、「おさえ」を意味する「鎮」という漢字が成り立ちました。転じて(派生して・新しい意味が分かれ出て)、「しずめる」の意味も表すようになりました。※「鎮」は「鎭」の略字です。※「鎭」は「鎮」の旧字(以前に使われていた字)です。
銃	成り立ち会意兼形声文字です(金+充)。「金属の象形とすっぽり覆うさまを表した文字と土地の神を祭る為に柱状に固めた土」の象形(「金属」の意味)と「乳児の象形と人の象形」(育って成人になる意味から、「みちる、みたす」の意味)から、金属をみたす「じゅう(鉄砲)」を意味する「銃」という漢字が成り立ちました。
聴	成り立ち会意兼形声文字です。「耳」の象形と「階段」の象形(「突き出る」の意味)と「上にまじないの印、十をつけた目の象形と心臓の象形」(「まっすぐな心」の意味)から、「(耳を突き出し、まっすぐな心で)よくきく」を意味する「聴」という漢字が成り立ちました。※「聴」は「聽」の略字です。※「聽」は「聴」の旧字(以前に使われていた字)です。
餌	成り立ち会意兼形声文字です(食+耳)。「食器に食べ物を盛り、それにふたをした」象形(「食べ物」の意味)と「耳」の象形から、耳たぶのように柔らかみのある食品「だんご」を意味する「餌」という漢字が成り立ちました。転じて(派生して・新しい意味が分かれ出て)、「(動物の)えさ」の意味も表すようになりました。
耶	成り立ち形声文字です(耳(牙)+阝(邑))。「きばの上下がまじわる」象形(「きば」の意味)と「特定の場所を示す文字と座りくつろぐ人の象形」(人が群がりくつろぎ住む「村」の意味)から、地名の「琅邪(ろうや)」の意味を表しましたが、借りて(同じ読みの部分に当て字として使って)、「よこしま」、「や、か(疑問・反語の助字)」を意味する「耶」という漢字が成り立ちました。※「耶」は「邪」の漢字が変形して成り立った漢字です。
陶	成り立ち会意兼形声文字です(阝+匋)。「段のついた土山」の象形と「人が陶器を抱えている」象形(「やきものを焼く」の意味)から、「階段のある、かま場でやきものを焼く」を意味する「陶」という漢字が成り立ちました。
陪	成り立ち形声文字です(阝+咅)。「段のついた土山」の象形(「丘」の意味)と「花びらの元のふっくらとした子房の形」の象形(「こばむ」の意味だが、ここでは、「倍」に通じ(同じ読みを持つ「倍」と同じ意味を持つようになって)、「倍になる」の意味)から、２重の丘を意味し、そこから、「かさなる」を意味する「陪」という漢字が成り立ちました。
隆	成り立ち会意兼形声文字です(降+生)。「段のついた土山の象形と下向きの足×２の象形」(「段を下る」の意味だが、ここでは、「もりあがるさまを表す擬態語」)と「草・木が地上に生じてきた」象形(「はえる」の意味)から、「豊かに大きくなる」を意味する「隆」という漢字が成り立ちました。※「隆」は「隆」の略字です。※「隆」は「隆」の旧字(以前に使われていた字)です。※擬態語とは、事物の状態や身ぶり等の感じをいかにもそれらしく象形文字で表したものを言う。
町	成り立ち会意兼形声文字です(田+丁)。「区画された耕地」の象形(「田畑」の意味)と「横から見た釘」の象形(「釘を打ち込む」の意味)から、耕作地の境(さかい)に釘のように打ち込まれた、「あぜ道(田と田の間の細い道)」、「境(さかい)」を意味する「町」という漢字が成り立ちました。
痘	成り立ち会意兼形声文字です(疒+豆)。「人が病気で寝台にもたれる」象形と「頭がふくらみ、脚が長い食器、たかつき」の象形(「豆」の意味)から、全身に豆のような膿疱(のうほう)ができる病気「天然痘」を意味する「痘」という漢字が成り立ちました。
疫	成り立ち形声文字です(疒+殳)。「人が病気で寝台にもたれる」象形と「手に木のつえを持つ」象形(「うつ、殴る」の意味だが、ここでは、「役」に通じ(「役」と同じ意味を持つようになって)、「人を苦しめる厳しいつとめ」の意味)から、人を苦しめる「流行病」を意味する「疫」という漢字が成り立ちました。
症	成り立ち会意兼形声文字です(疒+正)。「人が病気で寝台にもたれる」象形と「国や村の象形と立ち止まる足の象形」(他の国や村へまっすぐ進撃する意味から、転じて(派生して・新しい意味が分かれ出て)、「正しい」の意味)から、「病気のしるし」を意味する「症」という漢字が成り立ちました。
縛	成り立ち会意兼形声文字です(糸+甫+寸)。「より糸」の象形(「糸」の意味)と「耕地から草の芽が出た」象形と「右手の手首を親指にあて、脈をはかる」象形(「手」の意味)から、稲の苗を糸でにぎり束ねる事を意味し、そこから、「しばる」を意味する「縛」という漢字が成り立ちました。
紛	成り立ち会意兼形声文字です(糸+分)。「より糸」の象形と「2つに分れている物の象形と刀の象形」(「分れる」の意味)から、糸が2つに分れてしまってまとまらない事を意味し、そこから、「みだれる」を意味する「紛」という漢字が成り立ちました。
縫	成り立ち会意兼形声文字です(糸+逢)。「より糸」の象形と「立ち止まる足・十字路の象形(「行く」の意味)と下向きの足の象形と草・木の葉の寄り合い茂る象形」(「道を行って出会う」の意味)から、「糸でぬい合わせる」を意味する「縫」という漢字が成り立ちました。
伴	成り立ち会意兼形声文字です(人+半)。「横から見た人」の象形と「2つに分れているものの象形と牛の象形」(牛のように大きなものを2つに分ける事から、「半分」の意味)から、人の半分を意味し、そこから、「友」を意味する「伴」という漢字が成り立ちました。
伏	成り立ち会意文字です(人+犬)。「人」の象形と「犬」の象形から、犬が人に「つき従う」、「服従する」を意味する「伏」という漢字が成り立ちました。また、犬が地面に腹をつけるさまから、「ふせる」の意味も表すようになりました。
伐	成り立ち会意文字です(人+戈)。「にぎりのついた柄の先端に刃をつけた矛」の象形と「人」の象形から、人に矛をあてて「切る」を意味する「伐」という漢字が成り立ちました。
婆	成り立ち会意兼形声文字です(波+女)。「流れる水の象形と獣の皮を手ではぎとる象形」(「毛皮のようになみうつ水、波」の意味)と「両手をしなやかに重ねひざまずく女性」の象形から、波打つようなシワ肌を持つ女を意味し、そこから、「年老いた女性」を意味する「婆」という漢字が成り立ちました。
都	成り立ち会意兼形声文字です(者(者)+阝(邑)。「台の上に柴(しば)を集め積んで火を焚(た)く」象形(「集める」の意味)と「座り寛(くつろ)ぐ人の象形と特定の場所を示す文字」(「村」の意味)から、多くの人が集まる「みやこ」を意味する「都」という漢字が成り立ちました。※「都」は「都」の旧字(以前に使われていた字)です。※「都」は「都」の略字です。
妊	成り立ち会意兼形声文字です(女+壬)。「両手をしなやかに重ねひざまずく女性」の象形と「はた糸を巻きつけた」象形(織物を織る時に持続的に提供される素材としての機糸の意味から、「持続的に抱く」の意味)から、「女性が胎児を胎内に抱く(はらむ、身ごもる)」を意味する「妊」という漢字が成り立ちました。
娠	成り立ち会意兼形声文字です(女+辰)。「両手をしなやかに重ねひざまずく女性」の象形と「2枚貝が殻から足を出している」象形(「おおはまぐり」の意味だが、ここでは、「ふるえる」の意味)から、身ごもった子が動く事を意味し、そこから、「女性が胎児を胎内に抱く(はらむ、身ごもる)」を意味する「娠」という漢字が成り立ちました。
藩	成り立ち会意兼形声文字です(艸+潘)。「並び生えた草」の象形と「流れる水の象形と、種を散りまく象形と耕地の象形(「田畑に種をまく」の意味)」(米をとぐ時、水中に白くにごりながら広がっていく「米とぎ汁」の意味)から、覆って守る「垣根(まがき)」を意味する「藩」という漢字が成り立ちました。
募	成り立ち会意兼形声文字です(莫+力)。「草むらの象形と太陽の象形」(太陽が草原に沈むさまから「ない」の意味)と「力強い腕」の象形(「力、努力する」の意味)から、ないものを努力して集める事を意味し、そこから、「つのる」を意味する「募」という漢字が成り立ちました。
慕	成り立ち会意兼形声文字です(莫+心)。「草むらの象形と太陽の象形」(太陽が草原に沈むさまから「ない」の意味)と「心臓」の象形(「心」の意味)から、「なくなったものを懐かしく思う」を意味する「慕」という漢字が成り立ちました。
畔	成り立ち会意兼形声文字です(田+半)。「区画された耕地」の象形と「2つに分れているものの象形と角のある牛の象形(「牛のような大きな物を2つに分ける」の意味)から、「あぜ(水田と水田との間に土を盛り上げてつくった小さな堤(土手))」、「さかい(境)」を意味する「畔」という漢字が成り立ちました。
畝	成り立ち会意兼形声文字です。「区画された耕地」の象形と「おっぱいのある女性」の象形から、田畑におっぱいのような物がある「うね」を意味する「畝」という漢字が成り立ちました。
畏	成り立ち会意文字です(鬼+卜)。「グロテスクな頭部を持つ人」の象形と「ムチ」の象形から、怪しい者がムチを持つ事を意味し、そこから、「おそれる」を意味する「畏」という漢字が成り立ちました。
覆	成り立ち会意兼形声文字です(襾+復)。「うつわのふた」の象形と「十字路の左半分の象形(「道を行く」の意味)とふっくらした酒ツボの象形と下向きの足の象形(「ひっくり返った酒ツボを元に戻す」の意味)」(「もとの道を帰る、ひっくり返す」の意味)から、「ふたをひっくり返す」、「おおう」を意味する「覆」という漢字が成り立ちました。
